Author,BookTitle,Date,PriceAPaperback,PriceBkindle,Ratings,SummaryAuthor,XcoverPicture
,  Elvish Dictionary Quenya-English English-Quenya ,"   March 30, 2015 ", 20.00 ,,54 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, Hex , ,," 12.99 , 18.85 , 13.99 ","2,437 ",,
David Williams,  When the English Fall: A Novel ,"   July 3, 2018 ", 15.95 ," 2.99 , 31.99 , 24.04 ",262 ,"New York Times Book Review ,Editor’s Choice ,•, A July 2017 Indie Next Pick ,• ,LibraryReads Selection ,• ,July 2017 Amazon Top 10 Best Book of the Month , “An apt and original spin on the genre of ‘prepper fiction.’”, —,New York Times Book Review, “It’s rare to find a debut novel as finely crafted as ,When the English Fall,.”, —,Los Angeles Times, “Entrancing [and] deceptively simple, lulling, holding, at times, the power of prayer.”, —,Boston Globe, “Williams’ use of tension, suspense, and compression is masterful, calling to mind the distilled prose of Ron Rash. In the past decade, pop culture may have become oversaturated with post-apocalyptic stories, but this one is fresh, unique and unforgettable . . . A quiet, brilliant little novel.”, —,Minneapolis Star Tribune,“An unusually good post-apocalyptic novel.”, —,Christian Science Monitor ,  , “A quirky addition to the growing volume of novels that imagine the repercussions of climate change . . . Williams is brilliant at creating a plausible Amish narrator in Jacob.”, —,Financial Times, “Clever . . . the totality of ,When the English Fall, is surprisingly moving, and Jacob a sympathetic and compelling guide to a world that feels closer every day.”,—Newsday , “A standout among post-apocalyptic novels, as simply and perfectly crafted as an Amish quilt or table. Lyrical and weirdly believable.”,—,Kirkus Reviews,, starred review, “A quiet, ideas-focused dystopian novel that will stay with readers long after they have turned the final page.”,—,Library Journal,, starred review, “[A] satisfying post-apocalyptic novel . . . The unique spin draws readers into an alarmingly plausible story of contemporary civilization’s demise.”,—,Publishers Weekly, “Told in the quiet, simple prose of a quiet, pious man, this is an intriguing take on the dystopian novel.”, —,Booklist,  , “Fascinating . . . ,When the English Fall, is a gripping story, with an ending that made me want to go back and read it all again…”,—,Seira Wilson for ,Omnivoracious: The,Amazon Book Review, “A fascinating debut.”,—,BN Sci-Fi blog, ,  ,“,When the English Fall, takes its place in the landscape of post-collapse survivalist fiction as satisfyingly as a puzzle piece clicking into a gap. You'll read it and wonder how you never realized it was missing. Jacob's determination to remain true to his faith, his struggle to protect his family and aid his neighbors while chaos gathers around him, is both convincing and affecting, and gradually, without ever seeming to grasp for it, his humble, questing voice accrues a surprising power.”,—,Kevin Brockmeier, author of ,The Brief History of the Dead,David Williams, is a pastor in the Presbyterian Church. He lives in Annandale, Virginia. ,When the English Fall, is his first novel.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Juan Rulfo,  Pedro Páramo ,"   March 10, 1994 ", 10.79 ," 59.46 , 2.50 , 2.50 - 27.94 ",579 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, 1Q84 , ,," 13.99 , 27.99 , 15.99 , 14.99 ","4,906 ",,
Isabel Allende,  Eva Luna: A Novel ,"   April 5, 2016 ", 12.29 ," 13.99 , 24.88 ","1,060 ","“A remarkable novel, one in which a cascade of stories tumbles out before the reader, stories vivid and passionate and human…Reading this novel is like asking your favorite storyteller to tell you a story and getting a hundred stories!” -- Alan Ryan ― ,The Washington Post,“Wonderful, crammed with the strange and fantastical, the sensuous and the erotic.... Isabel Allende’s singular, powerful voice already has been established. "" ― ,Publisher’s Weekly,“Here is a finely-woven tale that combines, in a distinctly Latin American context, the fairy-tale quality of the ,Arabian Nights, with the picaresque adventures of a ,Tom Jones,. "" ― ,Financial Times,“Eva Luna is an accomplished novel, skillfully blending humour and pathos.” ― ,The Times Literary Supplement (London),“Eva Luna is a cornucopia of stories, a tightly concocted, seemingly effortless spilling forth of incident and accident, autobiography and fantasy. This novel is a tapestry, a rich web of whimsy.” ― ,The Commercial Appeal (Memphis),“First, novels like Eva Luna display a straightforward, if voracious, appetite for story-telling of the oldest sort. Eva herself is that rare thing: an original and memorable character with dimensions greater than those managed by most ‘real’ people. The same distinction applies to Allende.” ― ,The Herald (Glasgow),“Reading Eva Luna is as enjoyable as it is stimulating. Allende proves once again her ability to combine the political and the personal with tragedy, creativity and wit.” ― ,Santa Barbara News-Press,“Eva Luna is a prolonged and tantalizing seduction of the imagination. The novel’s mix of myth and politics conveys the stuff of life.” ― ,Ham & High (UK),“In Eva Luna, the celebration of a storyteller echoes the story of Allende herself as she has mesmerized the world with books translated into almost every language in the western cultures.” ― ,Ex Libris,Born in Peru and raised in Chile, Isabel Allende is the author of a number of bestselling and critically acclaimed books, including ,The House of the Spirits,, ,Of Love and Shadows,, ,Eva Luna,, ,The Stories of Eva Luna,, ,Paula,, and ,The Japanese Lover,. Her books have been translated into more than thirty-five languages and have sold more than 65 million copies worldwide. She is the receipient of the Medal for Distinguished Contribution to American Letters, and she divides her time between California and Chile.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
John Bunyan,"  Pilgrim’s Progress (Bunyan): Updated, Modern English. More than 100 Illustrations. Parts 1 & 2 (Christiana's Journey) ","   Illustrated, January 15, 2015 ", 14.29 ," 0.00 , 19.87 ","5,298 ","Bonus - Includes Part II,John Bunyan was born November 1628, in Elstow, England. A celebrated English minister and preacher, he wrote ,The Pilgrim's Progress, (1678), the book that was the most characteristic expression of the Puritan religious outlook. His other works include doctrinal and controversial writings; a spiritual autobiography, ,Grace Abounding, (1666); and the allegory ,The Holy War, (1682).",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,  The English Preposition Master:: 460 Preposition Uses to SUPER-POWER Your English Skills ,"   September 22, 2015 ", 12.99 , 6.99 ,9 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Ellen Jovin,  Rebel With A Clause: Tales and Tips from a Roving Grammarian ,"  Hardcover – July 19, 2022 ", 21.99 ," 12.99 , 17.99 , 33.27 ",271 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Mo Xiang Tong Xiu,  The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong (Novel) Vol. 1 ,"   December 14, 2021 ",, 8.99 ,"3,569 ","Mo Xiang Tong Xiu, (MXTX) is a globally renowned and ,New York Times’, bestselling author whose works are often cited as the most well-known of the modern danmei genre. Originally self-published in Chinese via the novel serialization website, JJWXC, her current titles include ,The Scum Villain’s Self-Saving System,, ,Grandmaster of Demonic Cultivation,, and ,Heaven Official’s Blessing,, all available in English from Seven Seas. Her series have enormously popular multimedia adaptations and have been published in numerous languages around the world.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,"  High School DxD, Vol. 3 (light novel): Excalibur of the Moonlit Schoolyard (High School DxD (light novel), 3) ","   April 27, 2021 ", 13.49 , 8.99 ,444 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
," Solo Leveling, Vol. 1 (Novel) ", ,," 8.99 , 13.49 ","2,065 ",,
"Jorge Luis Borges,Anthony Kerrigan",  Ficciones ,"   February 1, 1994 ", 12.99 , 9.64 ,724 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Ryohgo Narita,"  Bleach: Can't Fear Your Own World, Vol. 1 (1) ","   July 7, 2020 ", 13.49 , 9.99 ,"1,410 ","Bleach is author Tite Kubo’s second title. Kubo made his debut with ,ZOMBIEPOWDER.,, a four-volume series for ,Weekly Shonen Jump,. To date,, Bleach, has been translated into numerous languages and has also inspired an animated TV series that began airing in Japan in 2004. Beginning its serialization in 2001, ,Bleach, is still a mainstay in the pages of ,Weekly Shonen Jump,. In 2005, ,Bleach ,was awarded the prestigious Shogakukan Manga Award in the shonen (boys) category.,Ryohgo Narita took his first stab at manga in 2014 with his ,Weekly Shonen Jump, series ,Stealth Symphony,. Before his manga debut, Narita served as the mastermind behind the light novel series, Baccano!,, which received an anime adaptation, and the massively popular ,Durarara!!,, which went on to inspire multiple adaptations across manga, anime and video games.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Ichiei Ishibumi,"  High School DxD, Vol. 7 (light novel) (High School DxD (light novel), 7) ","   May 24, 2022 ", 15.00 , 8.99 ,164 ,Ichiei Ishibumi is the Japanese author best known for his High School DxD light novel series.,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Touri Language Learning,  Learn Medical Spanish in 100 Days: Spanish Words & Phrases for Healthcare Professionals to Become Fluent Faster (Spanish for Medical Professionals) ,"   June 28, 2020 ", 14.98 ," 4.98 , 21.98 ",113 ,"Touri is an innovative language education brand that is disrupting the way we learn languages. Touri has a mission to make sure language learning is not just easier, but engaging and a ton of fun. Besides the excellent books that they create, Touri also has an active website, which offers live fun and immersive 1-on-1 online language lessons with native instructors at nearly anytime of the day. Additionally, Touri provides the best tips to improving your memory retention, confidence while speaking and fast track your progress on your journey to fluency. Check out https://touri.co for more information.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Nathan Collins,  Battle Royale: Remastered (Battle Royale (Novel)) ,"   April 1, 2014 ", 14.99 ,,"1,013 ","Koushun Takami was born in 1969 in Amagasaki near Osaka and grew up in Kagawa Prefecture of Shikoku (the fourth largest island in Japan), where he currently resides. After graduating from Osaka University with a degree in literature, he worked for a newspaper company, Shikoku Shinbun, for five years, reporting on politics, police reports, and economics. Also, he attended Nihon University’s liberal arts correspondence-course program and acquired an English teaching certificate for junior high and high school.  , , ,Battle Royale,, completed after Takami left the newspaper company, was his debut work and his only novel published so far. With its publication in Japan in 1999, it received widespread support and became a best seller. ,Battle Royale, was serialized as a comic, made into a feature film in 2000, and has been translated into more than ten languages. Since its initial release, ,Battle Royale, continues to be a cult favorite in Japan and internationally., , In 2012, ,Battle Royale: Angels' Border,, a spin-off manga scripted by Koushun Takami, was released. ",
Kazushige Nojima,  Final Fantasy VII Remake: Traces of Two Pasts (Novel) ,"  Hardcover – March 21, 2023 ", 22.49 , 14.99 ,,"Kazushige Nojima is a writer and video game creator best known for his work on the ,Final Fantasy ,and ,Kingdom Hearts ,series. He is the author of the novels ,Final Fantasy VII: On the Way to a Smile ,and ,Final Fantasy VII: The Kids Are Alright—A Turks Side Story., ",
,  Assessing English Language Learners: Bridges to Educational Equity: Connecting Academic Language Proficiency to Student Achievement ,  Second Edition , 22.84 - 44.94 , 29.19 ,343 ,"""Few writers have the chops to capture the potent links between assessment and instruction, and even fewer language-learning specialists possess such skills. Happily, Margo Gottlieb is the exception. In this exciting, practitioner-friendly volume, she shows us how assessment as, for, and of learning can provide a level playing field for today’s language learners. Educators working with English language learners will find this assessment-moxie book truly invaluable."" , -- W. James Popham, Professor Emeritus Published On: 2015-09-28, -- Diane August, Managing Researcher Published On: 2015-11-22, -- Andrea Honigsfeld, Associate Dean and Ed.D. Program Director Published On: 2015-09-28,"",Assessing Language Learners: Bridges to Educational Equity / Connecting Academic Language Proficiency to Student Achievement, 2e, is a great resource for teacher education programs and professional learning opportunities for schools. The book presents a new vision about assessment in the 21st century, which is influenced by new standards, accountability and technological advances in education. The new concept of Assessment as, for, and of Learning that Gottlieb presents will transform education and provide a different perspective of assessment to all stakeholders. This is definitely a book that all educators should read."" , -- Miguel Fernandez, Ph.D., Associate Professor Published On: 2015-07-22, -- Jonathan Gibson, Title III English Learner Program Director Published On: 2016-01-11,"",Framed by a lens of equity, Gottlieb makes the complex landscape of assessment accessible for classroom practitioners of English language learners. Readers will walk away with a crystal clear understanding of the instructional conditions they can create for English language learners, promoting linguistically responsive assessment practices."", -- Trish Morita-Mullaney, Ph.D., ELL Assistant Professor Published On: 2016-01-15,""While we know that first-hand teaching experiences cannot readily be substituted by reading about the work and practice of others, with evocative scenarios of teachers, students and schools used throughout ,Assessing English Language Learners: Bridges to Educational Equity,, Margo Gottlieb comes close to making this happen. This is critical in two ways: first, the book is lively and interesting--serving as a welcome, well-designed text for teacher preparation courses, and second, the scenarios with their companion reflection questions can serve as an excellent stand-alone reference and thought-provoking resource for the increasing number of classroom teachers who find themselves responsible for the instruction and assessment of students acquiring English alongside their content area learning."", -- Alison L. Bailey, Professor of Human Development and Psychology Published On: 2016-01-18,""Assessing English Language Learners, is an important contribution to the field for the many educators who believe that assessment for second language learners is important, but only if it is valid. This book lays out a clear and compelling argument that assessment and equity are not mutually exclusive concepts in educational programs for the nation′s burgeoning population of multilingual learners. Its breadth is impressive and includes important discussions about language proficiency assessment, but also adds ideas for content area assessment practices. Important reading for practitioners and educational leaders,."" -- Kathy Escamilla, Professor Published On: 2016-02-02, -- Valerie Shinas, Associate Professor Published On: 2017-02-22",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
